3783,40.004778,116.31218,1225726948000
3844,40.003897,116.308907,1225727248000
3904,40.005279,116.305723,1225727548000
3964,40.005812,116.301847,1225727848000
4024,40.009015,116.301051,1225728148000
4084,40.010718,116.29796,1225728448000
4146,40.01143,116.296819,1225728748000
4202,40.011572,116.297263,1225729048000
4228,40.011311,116.296489,1225729388000
4280,40.011337,116.296768,1225729636000
4281,40.011597,116.296817,1225731153000
4350,40.011607,116.296879,1225731453000
4415,40.011506,116.296971,1225731753000
4480,40.011012,116.297043,1225732053000
4545,40.009334,116.297258,1225732353000
4605,40.006905,116.296695,1225732653000
4647,40.005596,116.2973,1225732858000
4648,40.005834,116.2972,1225733248000
4708,40.009412,116.296207,1225733548000
4773,40.00713,116.295751,1225733848000
4798,40.006267,116.296248,1225734163000
4866,40.006937,116.295885,1225734463000
4902,40.006758,116.295797,1225734798000
4945,40.00935,116.29686,1225735178000
5012,40.007326,116.297164,1225735478000
5059,40.006579,116.297472,1225735688000
5083,40.006687,116.297075,1225735988000
5103,40.006292,116.297208,1225736288000
5167,40.007589,116.296362,1225736588000
5228,40.006331,116.297029,1225736888000
5290,40.008888,116.297136,1225737188000
5352,40.010746,116.296922,1225737488000
5382,40.011393,116.296899,1225737788000
