29810,39.909098,116.405369,1238817119000
29880,39.909036,116.405681,1238817419000
29950,39.909028,116.405595,1238817719000
30017,39.909744,116.404802,1238818019000
30083,39.909908,116.404502,1238818319000
30150,39.9115,116.405,1238818619000
30215,39.913072,116.405133,1238818919000
30281,39.914107,116.403666,1238819219000
30354,39.913997,116.402676,1238819519000
30416,39.913132,116.400395,1238819819000
30477,39.901219,116.389674,1238820119000
30520,39.898463,116.38941,1238820329000
30535,39.897658,116.389135,1238820629000
30571,39.897676,116.390543,1238820809000
30572,39.897595,116.39083,1238821129000
30635,39.898996,116.38204,1238821429000
30697,39.898317,116.359412,1238821729000
30759,39.916255,116.350392,1238822029000
30821,39.930717,116.349886,1238822329000
30884,39.934479,116.338097,1238822629000
30946,39.937509,116.322125,1238822929000
31007,39.950126,116.318117,1238823229000
31070,39.965349,116.315219,1238823529000
31133,39.972075,116.312683,1238823829000
31198,39.977292,116.310822,1238824129000
31262,39.98943,116.309701,1238824429000
31327,40.002993,116.309009,1238824729000
31385,40.009811,116.314835,1238825029000
31454,40.009559,116.31504,1238825329000
31491,40.009707,116.315957,1238825724000
31528,40.009632,116.315195,1238825909000
31529,40.009843,116.315122,1238826469000
31597,40.009565,116.315027,1238826769000
